duration,severity,affected,magnitude,dead
2,1,5882.58,4.1,1
4,2,23368.45,5.3,0
7,1,67098.99,5.7,11
6,1,10183.91,4.8,1
14,1,7420.85,5,15
7,1,92248.48,5.8,2
3,1,1319.59,3.6,3
4,1,1889.72,3.9,0
2,1,112.688,2.4,2
5,1,336721.66,6.2,22
2,1,3165.39,3.8,0
2,1,210359.75,5.6,4
3,1,54664.44,5.2,0
2,1,94625.19,5.3,12
6,1,599564.89,6.6,90
4,2,20704.7,5.2,6315
2,1,54778.89,5,43
3,1,52843.96,5.2,17
2,1,29059.21,4.8,0
6,1,10405.21,4.8,0
2,1,3488.91,3.8,6
2,1,49663.68,5,12
2,1,2443.02,3.7,0
4,1,141715.15,5.8,52
2,1,35831.37,4.9,0
4,1,52826.71,5.3,8
7,1,20794.19,5.2,55
2,1,91960.65,5.3,21
3,1,70880.61,5.3,0
7,1,63025.31,5.6,112
5,1,152031.79,5.9,9
2,1,400.017,2.9,0
4,1,12169.68,4.7,16
4,2,24977.94,5.3,0
14,1,170873.64,6.4,0
10,1,656950.53,6.8,12
9,1,55858.69,5.7,100
5,1,29698.24,5.2,99
2,1,30248.08,4.8,0
4,1,48316.14,5.3,0
5,1,42119.05,5.3,15
15,1,547679.02,6.9,88
5,1,151947.06,5.9,15
10,1,18428.54,5.3,5
2,1,104587.97,5.3,3
3,1,14207.43,4.6,1
3,1,32782.99,5,0
3,1,2578.11,3.9,0
4,1,554217.86,6.3,456
12,1,7441.14,5,800
2,1,4350.28,3.9,16
6,1,773084.42,6.7,0
3,2,55416.91,5.5,1
2,1,22908.02,4.7,4
5,2,65817.59,5.8,0
5,2,61648.74,5.8,10
6,1,13828.87,4.9,6
8,1,8785.54,4.8,46
3,1,60516.65,5.3,0
3,1,47249.13,5.2,500
2,1,40939.94,4.9,71
4,1,30956.14,5.1,38
2,1,54883.35,5,2
3,2,2395.44,4.2,1
12,1,508812.74,6.8,66
6,1,12142.14,4.9,16
5,1,21908,5,54
2,1,94812.45,5.3,8
5,1,366865.54,6.3,0
8,1,63858.75,5.7,16
6,1,17907.33,5,2
3,1,55046.84,5.2,17
3,1,36967.57,5,5
7,1,55550.83,5.6,25
19,1,61650.79,6.1,2
6,1,20388.52,5.1,4
14,1,128983.14,6.3,0
4,1,5762.82,4.4,2
2,1,3472.56,3.8,2
4,1,8038.12,4.5,15
4,1,14412.82,4.8,15
3,1,4038.82,4.1,0
17,1,134660.58,6.4,101
9,1,32703.63,5.5,0
18,1,589049.52,7,750
2,1,5701.98,4.1,0
2,1,15852.58,4.5,120
11,1,30042.91,5.5,0
3,2,19050.23,5.1,22
2,1,79582,5.2,39
2,1,78319.43,5.2,2
3,2,491361.5,6.5,72
3,1,88238.01,5.4,73
5,1,16501.33,4.9,57
5,1,42642.33,5.3,31
4,1,32284.54,5.1,17
8,1,24273.77,5.3,0
3,1,15994.5,4.7,0
3,1,7557.24,4.4,15
29,2,1682864.93,8,400
2,1,40174.86,4.9,42
18,1,17480.05,5.5,100
5,1,26042.82,5.1,13
5,1,22130.06,5,2
8,1,97554.86,5.9,0
12,1,21359.24,5.4,138000
5,1,119197.31,5.8,0
2,1,1787.55,3.6,0
5,1,32172.36,5.2,0
2,1,35452.31,4.9,1
3,1,31920.06,5,0
2,1,12331.21,4.4,8
2,1,3678.32,3.9,5
7,1,875.511,3.8,0
13,2,89512.55,6.4,20
5,1,210524.08,6,0
4,2,3061.89,4.4,500
26,1,624246.49,7.2,0
6,2,15086.27,5.3,0
21,1,225169.42,6.7,380
7,1,114114.99,5.9,14
10,2,448337.92,7,6
2,1,123231.59,5.4,13
23,1,25301.19,5.8,5
23,2,96489.97,6.6,6
4,1,177858.71,5.9,0
3,1,111346.2,5.5,20
4,1,47107.46,5.3,3
5,1,9706.02,4.7,0
5,1,21311.21,5,2
5,1,55710.21,5.4,176
6,1,23287.94,5.1,0
13,1,41826.15,5.7,9
2,1,118232.02,5.4,11
6,1,1757.83,4,0
3,1,147968.82,5.6,7
4,1,7031.29,4.4,0
4,1,1043.35,3.6,0
5,1,13576.31,4.8,44
2,1,9563.94,4.3,1
2,1,93839.75,5.3,10
4,1,5868.16,4.4,0
2,1,6236.17,4.1,17
4,1,41676.27,5.2,9
19,1,162369.52,6.5,11
17,1,82532.6,6.1,16
2,1,26545.49,4.7,1
3,1,76698.69,5.4,6
5,1,33263.26,5.2,14
5,1,20589.65,5,29
4,2,41286.99,5.5,45
4,2,169564.31,6.1,38
2,1,2786.73,3.7,33
6,1,36124.07,5.3,0
4,2,10436.15,4.9,114
4,1,96171.73,5.6,7
3,1,45800.49,5.1,5
6,1,167068.59,6,0
9,1,27685.6,5.4,42
3,1,14537.61,4.6,0
8,1,69902.34,5.7,66
2,1,57750.36,5.1,2
7,1,186161.6,6.1,50
21,1,457815,7,559
7,1,502367.64,6.5,0
2,1,284926.61,5.8,17
2,1,9575.42,4.3,0
2,1,256019.22,5.7,35
5,1,20288.6,5,0
2,1,5516.12,4,100
3,1,40657.7,5.1,0
7,1,292874.78,6.3,108
3,1,1995.61,3.8,27
8,1,31886.96,5.4,0
2,1,395.461,2.9,0
37,1,60685.89,6.4,5
55,1,23608.31,6.1,64
3,1,190865.32,5.8,0
3,2,431627.87,6.4,5
16,1,438797.07,6.8,72
2,1,33893.26,4.8,0
22,1,1100663.3,7.4,425
2,1,3421.54,3.8,5
5,1,37533.03,5.3,24
13,1,49249.02,5.8,23
19,1,13949.57,5.4,13
7,1,377866.61,6.4,86
6,1,71151.2,5.6,63
3,1,31630.43,5,1
5,1,340844.67,6.2,108
4,1,20697.04,4.9,48
3,1,3614.79,4,36
2,1,5167.77,4,26
6,2,53045.31,5.8,21
9,1,17085.63,5.2,20
28,1,206490.33,6.8,363
3,2,4890.14,4.5,0
1,2,70244.72,5.1,0
2,1,111058.71,5.3,5
2,1,128180.41,5.4,0
3,1,21727.03,4.8,4
4,1,267344.4,6,430
7,2,71505.23,6,14
10,1,32173.92,5.5,0
37,2,277912.44,7.3,13
4,1,65938.84,5.4,54
2,1,43455.7,4.9,7
11,2,971228.6,7.3,4
2,1,2800.81,3.7,22
29,2,777754.38,7.7,100
7,1,41632.68,5.5,50
2,1,90818.98,5.3,17
9,1,162225.07,6.2,15
3,1,3190.59,4,0
3,2,118150.21,5.9,17
4,1,132815.37,5.7,21
3,1,175659.27,5.7,18
3,1,9561.69,4.5,14
3,1,35634.96,5,3
6,1,28582.51,5.2,11
16,2,46967.96,6.2,47
7,1,23641.75,5.2,189
5,1,7561.74,4.6,0
13,1,127702.94,6.2,25
2,1,577.82,3.1,0
60,1,36790.78,6.3,0
3,2,86746.69,5.7,4
12,1,55379.93,5.8,33
32,1,15158.67,5.7,0
22,1,2339268.4,7.7,35
9,1,69915.08,5.8,1
3,1,1557.46,3.7,0
18,1,15519.2,5.4,4
5,1,3323.6,4.2,0
9,1,29030.07,5.4,0
8,1,44228.38,5.5,304
6,1,11863.89,4.9,30
8,1,102165.48,5.9,2
3,1,36937.57,5,17
4,1,18207.4,4.9,31
2,1,6299.03,4.1,2
5,1,5324.03,4.4,45
3,1,1321.63,3.6,2
4,1,6052.93,4.4,14
3,1,129476.87,5.6,7
3,1,72162.2,5.3,2
4,1,193153.57,5.9,12
6,1,17494.32,5,11
5,1,6396.38,4.5,16
25,1,15795.82,5.6,59
16,1,249826.1,6.6,22
11,1,35413.92,5.6,2
8,1,204979.38,6.2,7
4,1,10377.08,4.6,7
5,1,15897.07,4.9,2
4,1,31703.96,5.1,5
4,1,96594.98,5.6,6
3,1,56831.87,5.2,1
17,1,11889.5,5.3,0
4,1,15984.91,4.8,0
6,1,20682.86,5.1,112
5,1,98706.2,5.7,0
3,1,1331.75,3.6,0
2,1,53.2858,2,0
10,1,331514.36,6.5,53
4,1,54973.9,5.3,0
12,2,22856.05,5.7,17
7,1,9525.39,4.8,200
4,1,117989.21,5.7,2
7,1,10734.12,4.9,102
3,1,3532.47,4,8
5,1,5952.09,4.5,15
4,1,1067.67,3.6,21
10,1,215082.72,6.3,104
5,1,8033.38,4.6,160
5,1,15551.63,4.9,16
56,1,70236.67,6.6,3000
6,1,91479.4,5.7,29
37,2,112816.35,6.9,31
5,1,5881.9,4.5,131
18,1,4688.38,4.9,1
9,1,192272.12,6.2,63
10,1,905209.24,7,780
11,1,12533.33,5.1,24
6,1,85600.47,5.7,0
9,1,7716.69,4.8,3
12,1,8440.7,5,107
5,1,46659.18,5.4,26
8,1,207057.18,6.2,50
6,1,4308.44,4.4,14
14,1,19169.5,5.4,50
13,1,321489.7,6.6,814
21,1,178424.68,6.6,18
5,1,1005.64,3.7,1377
5,1,179799.43,6,36
5,1,4578.7,4.4,38
3,1,33665.94,5,2
10,1,1585.88,4.2,0
10,1,8667.86,4.9,28
5,1,21796.2,5,0
12,2,27545.85,5.8,33
3,1,10675.38,4.5,0
3,1,7980.02,4.4,9
16,1,122520.03,6.3,3
26,1,2734939.69,7.9,0
13,1,2734.99,4.6,315
8,1,3945.58,4.5,11
16,1,90099.34,6.2,84
4,1,320834.55,6.1,270
9,2,18573.04,5.5,140
3,1,8896.71,4.4,151
6,1,185647.99,6,6
13,1,3020.22,4.6,52
6,1,17356.28,5,9
11,2,154568.76,6.5,45
8,1,403770.26,6.5,34
5,1,51942.3,5.4,2
4,1,100390.64,5.6,1
17,1,10933.94,5.3,3
44,1,58565.18,6.4,53
10,1,2594.47,4.4,15
7,2,9168.51,5.1,6
7,1,18961.61,5.1,3
7,1,2956.89,4.3,60
6,1,2609.29,4.2,5
3,1,31247.12,5,7
5,1,124184.43,5.8,6
4,1,374.951,3.2,0
10,1,4548.61,4.7,8
2,1,25065.05,4.7,7
8,1,40946.6,5.5,72
15,1,35394.81,5.7,72
8,1,6647.77,4.7,0
20,1,3133.98,4.8,2
11,1,841.217,4,35
#N/A,#N/A,#N/A,0,#N/A
4,1,1308.86,3.7,0
7,1,18853.46,5.1,196
8,1,520.961,3.6,8
2,1,2093.53,3.6,2
3,1,7437.76,4.3,40
6,1,70725.27,5.6,0
15,1,14344.36,5.3,0
12,2,96668.4,6.4,386
2,1,22307.16,4.6,28
2,1,2650.68,3.7,5
5,1,10609.96,4.7,255
3,1,785.956,3.4,20
3,1,5371.99,4.2,0
2,1,2833.23,3.8,10
5,1,5343.55,4.4,181
8,1,62662.97,5.7,135
11,1,39063.06,5.6,100
2,1,369.133,2.9,0
11,1,102162.19,6.1,0
15,1,8884.3,5.1,0
1,1,716.771,2.9,10
2,1,605.213,3.1,23
13,1,7300.07,5,0
18,2,268528.55,7,731
7,1,100699.46,5.8,9
18,1,243171.61,6.6,19
2,1,27591.4,4.7,106
13,1,71964.13,6,7
9,2,105084.42,6.3,237
4,2,6517.48,4.7,7
10,2,47834.64,6,0
1,1,47419.16,4.7,0
5,1,12600.87,4.8,31
5,1,25819.64,5.1,17
2,2,88395.78,5.5,13
1,1,1307.63,3.1,4
8,1,158846.26,6.1,0
1,1,1149.7,3.1,25
7,2,50318.08,5.8,58
5,1,17910.11,5,50
18,1,562932.23,7,51
8,2,744049.31,7.1,0
8,1,33007.62,5.4,0
2,1,16810.04,4.5,0
2,1,2219.14,3.6,18
13,1,135871.39,6.2,11
1,1,1234.05,3.1,0
15,1,55984.41,5.9,5
24,1,626872.46,7.2,876
45,2,138855.34,7.1,0
10,1,153101.05,6.2,34
14,2,60618.09,6.2,53
8,1,145562.67,6.1,10
2,1,7256.16,4.2,163
8,1,12585.06,5,0
3,1,10351.47,4.5,0
4,2,11240.57,5,15
6,1,53818.07,5.5,10
2,1,12334.34,4.4,117
37,2,354132.25,7.4,91
1,1,36877.75,4.6,50
2,1,257907.18,5.7,0
3,1,94871.79,5.5,50
1,1,909.724,3,2
8,2,18767.02,5.5,264
1,1,48972.48,4.7,1
1,1,33131.16,4.5,54
30,1,9150.08,5.4,0
2,1,4324.25,3.9,12
2,1,1326.43,3.4,9
1,1,3410.01,3.5,16
19,1,220520.86,6.6,158
2,1,38455.36,4.9,66
14,1,76352.55,6,97
1,1,3681.84,3.6,4
2,1,2444.8,3.7,5
7,1,1801.07,4.1,6
1,1,30626.55,4.5,0
3,1,102657.48,5.5,0
3,1,1963.98,3.8,0
36,2,847737.26,7.8,233
2,1,1930.19,3.6,0
1,1,16418.94,4.2,0
50,1,98283.8,6.7,254
5,2,33856.49,5.5,65
12,1,14288.09,5.2,0
24,1,70501.83,6.2,34
15,1,26303.59,5.6,70
7,1,66355.79,5.7,8
1,1,229.14,2.4,16
2,1,9275.31,4.3,11
16,1,122607.82,6.3,0
6,1,3302.96,4.3,35
9,1,7183.6,4.8,3
8,1,34415.84,5.4,24
3,1,6755.29,4.3,5
20,1,42285.99,5.9,76
10,1,40595.03,5.6,125
10,1,40351.4,5.6,52
2,1,8184.5,4.2,3
31,1,89591.05,6.4,60
2,1,449.006,3,2
2,1,1390.79,3.4,8
3,2,18139.52,5,5
5,2,105533.51,6,6
4,1,11057.04,4.6,24
8,1,388455.26,6.5,18
1,1,5174.04,3.7,0
22,1,50999.8,6,24
2,1,7795.17,4.2,7
10,2,9181.28,5.3,290
4,1,2708.65,4,3
2,1,10489.39,4.3,4
7,1,10877.36,4.9,9
2,1,385.696,2.9,0
5,2,16161,5.2,3
6,1,45057.5,5.4,86
4,1,37572.82,5.2,16
3,1,4628.65,4.1,4
3,2,3705.48,4.3,49
3,2,12689.86,4.9,10
2,1,49936.77,5,8
7,1,64614.13,5.7,12
8,1,70305.34,5.8,36
2,1,2772.64,3.7,15
7,1,92666.52,5.8,300
2,1,12008.56,4.4,1
20,1,100391.13,6.3,0
3,1,19320.17,4.8,112
2,1,16384.78,4.5,51
64,2,240065.2,7.5,880
4,1,50247.17,5.3,147
9,1,9041.57,4.9,330
6,1,637522.36,6.6,2
1,2,999.46,3.3,9
10,1,4687.42,4.7,20
7,1,36283.59,5.4,47
3,1,19623.83,4.8,15
22,1,268071.03,6.8,56
2,2,11883.86,4.7,0
9,1,139927.17,6.1,40
4,1,7258.74,4.5,0
2,1,7875.83,4.2,10
5,2,36413.61,5.6,2
22,1,274128.55,6.8,178
4,1,13629.47,4.7,0
3,1,5029.69,4.2,3
9,1,23819.91,5.3,4
3,1,15796.42,4.7,100
10,2,39618.48,5.9,5
2,1,4713.87,4,31
3,1,4672.27,4.1,12
3,1,31908.09,5,300
3,2,19656.35,5.1,3
18,1,33921.64,5.8,110
10,1,29211.31,5.5,113
11,1,12805.09,5.1,20
3,2,7036.99,4.6,69
26,1,45555.43,6.1,2
22,1,224545.66,6.7,7
10,1,276038.24,6.4,29
3,1,49609.11,5.2,165
12,1,155503.4,6.3,200
4,2,26882,5.3,0
8,2,79414.6,6.1,93
3,1,1153.3,3.5,40
7,1,43476.34,5.5,0
2,1,24915.98,4.7,18
4,1,12622.37,4.7,20
18,2,107660.8,6.6,10
19,1,231516.28,6.6,49
11,2,49214.9,6,1
9,2,53960.13,6,6
5,1,14136.46,4.8,20
4,1,49574.37,5.3,3
2,1,983.076,3.3,3
4,1,3757.12,4.2,2
13,1,48840.56,5.8,0
8,1,107355.33,5.9,150
1,1,6562.47,3.8,1
4,1,16928.71,4.8,17
11,1,66087.74,5.9,0
61,1,599142.99,7.6,0
67,1,507167.44,7.5,258
11,1,116842.63,6.1,73
5,2,46913.5,5.7,0
21,1,199436.26,6.6,4
5,1,46621.61,5.4,103
2,2,6985.68,4.4,1
4,1,25821.21,5,1
4,1,27913.34,5,40
12,1,81780.3,6,94
12,1,26949.32,5.5,10
2,1,1700.14,3.5,8
3,1,27913.34,4.9,8
1,1,5256.42,3.7,3
2,1,28719.44,4.8,0
1,1,6447.33,3.8,3
4,2,83450.74,5.8,32
5,1,206210.86,6,26
3,1,155406.32,5.7,11
27,1,268467.88,6.9,2
10,1,4321.14,4.6,2
90,2,94944.29,7.2,0
16,2,88717.35,6.5,18
88,2,62629.39,7,30
6,1,1742.13,4,0
2,1,2796.82,3.7,0
3,1,293.167,2.9,0
4,1,19687.88,4.9,24
4,1,3961.15,4.2,7
9,2,57867.01,6,54
5,2,9355.65,5,0
2,1,89516.87,5.3,31
3,1,61286.27,5.3,3
3,2,46758.64,5.4,49
6,1,13914.12,4.9,18
19,1,29267.71,5.7,78
4,1,225143.84,6,1
3,1,7219.8,4.3,99
2,1,6466.71,4.1,0
3,1,74615.9,5.3,0
2,1,7757.79,4.2,12
33,2,89994.67,6.8,557
4,1,51410.52,5.3,0
9,1,24681.28,5.3,34
4,2,3235.32,4.4,0
6,1,13057.51,4.9,30
4,1,11098.52,4.6,26
2,1,79043.09,5.2,11
7,1,73968.61,5.7,4
10,1,49643.62,5.7,0
5,1,38002.65,5.3,147
3,1,92580.07,5.4,0
2,2,15151.05,4.8,12
4,1,146691.46,5.8,283
2,2,12487.89,4.7,3
2,2,17922.86,4.9,12
2,1,58279.12,5.1,3
2,1,2440.1,3.7,0
28,1,5663.46,5.2,15
45,2,994498.21,8,200
4,1,63577.12,5.4,0
13,1,117441.17,6.2,340
4,1,15243.93,4.8,0
2,1,24269.06,4.7,2
2,1,1927.64,3.6,3
2,1,6446.85,4.1,2
13,2,290679.68,6.9,275
5,1,254234.6,6.1,95
9,1,7768.19,4.8,98
2,2,9865.44,4.6,0
2,1,83470.44,5.2,6
20,2,8910.3,5.6,7
3,2,78653.41,5.7,25
12,2,458666.21,7,64
2,1,1423.92,3.5,2
2,1,116344.02,5.4,2
2,2,5123.72,4.3,0
9,1,300325.08,6.4,0
2,1,17192.76,4.5,1
16,2,1970402.21,7.8,32
2,1,16883.54,4.5,0
2,1,141508,5.5,0
2,1,26527.13,4.7,0
6,2,26266.14,5.5,4
4,1,69706.89,5.4,2
8,2,210527.96,6.5,7
5,1,77091.11,5.6,10
2,1,7871.37,4.2,4
13,1,1035.61,4.1,2
3,2,20082.21,5.1,19
15,1,16542.12,5.4,21
2,1,12846.03,4.4,43
19,2,678498.82,7.4,229
5,1,92615.67,5.7,26
